feature_set,n_blocks,mask_mode,classifier,classifier_params,k_features,n_features,accuracy,macro_f1,balanced_accuracy
all+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,180,0.715,0.7272654315225666,0.7302116402116402
contrast+abcd_v2+boundary+melnv,4,raw,lgbm,"n=300,lv=7,lr=0.03",all,156,0.6983333333333334,0.721105644909933,0.7299470899470899
all+abcd_v2+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",100,207,0.71,0.7241075382723562,0.7299470899470899
all+contrast+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,214,0.7233333333333334,0.7307016460550143,0.7296825396825396
abcd_v2+boundary+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",100,122,0.6966666666666667,0.7155990830078833,0.7295238095238096
contrast+abcd_v2+boundary+melnv,4,raw,lgbm,"n=200,lv=7,lr=0.05",all,156,0.6983333333333334,0.720968387354942,0.7294708994708995
contrast+abcd_v2+boundary+melnv,4,raw,lgbm,"n=300,lv=15,lr=0.05",all,156,0.6983333333333334,0.7219471462672605,0.7294708994708995
contrast+abcd_v2+boundary+melnv,4,raw,xgb,"n=200,d=3,lr=0.05",all,156,0.6966666666666667,0.7217158297306047,0.7283597883597883
all+contrast+melnv,3,raw,xgb,"n=300,d=3,lr=0.03",all,214,0.71,0.7241737404657332,0.7278306878306878
all+melnv,2,raw,xgb,"n=200,d=3,lr=0.05",all,180,0.7066666666666667,0.7257459499564763,0.7277248677248677
all+contrast,2,raw,xgb,"n=150,d=2,lr=0.05",100,137,0.71,0.7235745432466744,0.7271428571428572
all+abcd_v2+boundary+melnv,4,raw,lgbm,"n=200,lv=7,lr=0.05",all,225,0.7033333333333334,0.7199792152866348,0.7271428571428572
contrast+melnv,2,raw,xgb,"n=150,d=2,lr=0.05",100,111,0.7116666666666667,0.720729610741328,0.7266137566137566
all+contrast,2,raw,xgb,"n=150,d=2,lr=0.05",all,137,0.7083333333333334,0.7226527926190415,0.7265079365079364
all+contrast+boundary+melnv,4,raw,xgb,"n=200,d=3,lr=0.05",100,232,0.7116666666666667,0.7252504885589556,0.7259259259259259
all+contrast+abcd_v2+boundary,4,raw,lgbm,"n=200,lv=7,lr=0.05",all,182,0.71,0.7258377379519946,0.7257142857142856
all+abcd_v2,2,raw,xgb,"n=150,d=2,lr=0.05",100,130,0.6866666666666666,0.7056569924093105,0.725026455026455
all+contrast+abcd_v2,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,164,0.7133333333333334,0.7253085769460531,0.7246560846560847
abcd_v2+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,104,0.6983333333333334,0.7148017244364092,0.7245502645502645
all+contrast+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",100,214,0.7033333333333334,0.7217635190100772,0.7243386243386244
abcd_v2+boundary+melnv,3,raw,xgb,"n=200,d=3,lr=0.05",100,122,0.695,0.7178236939176176,0.7237037037037037
all+contrast+boundary,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,155,0.7133333333333334,0.7260758726328298,0.7237037037037037
contrast+boundary+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,129,0.7133333333333334,0.7293920874148861,0.7232275132275131
all+contrast+boundary+melnv,4,raw,xgb,"n=200,d=3,lr=0.05",all,232,0.7133333333333334,0.7238747459996091,0.7232275132275131
all+abcd_v2+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",100,207,0.6966666666666667,0.7167975689574568,0.722910052910053
all+contrast+boundary+melnv,4,raw,lgbm,"n=200,lv=7,lr=0.05",all,232,0.7166666666666667,0.7247787884159789,0.7228571428571429
abcd_v2+boundary+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",100,122,0.695,0.7127544890736109,0.7227513227513227
all+abcd_v2+boundary,3,raw,xgb,"n=200,d=3,lr=0.05",100,148,0.715,0.7290207243072538,0.7222222222222222
contrast+abcd_v2+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",100,138,0.7116666666666667,0.7197197773903375,0.7221164021164022
abcd_v2+boundary+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,122,0.6966666666666667,0.7175933616214647,0.722010582010582
contrast+boundary+melnv,3,raw,xgb,"n=300,d=3,lr=0.03",100,129,0.7066666666666667,0.7229381915514131,0.7218518518518517
abcd_v2+boundary+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",100,122,0.6866666666666666,0.7076233309506567,0.7216931216931216
contrast+melnv,2,raw,xgb,"n=300,d=3,lr=0.03",100,111,0.7183333333333334,0.7277850884253665,0.7216402116402115
all+contrast+abcd_v2,3,raw,lgbm,"n=300,lv=15,lr=0.05",all,164,0.7033333333333334,0.7198239253246461,0.7212698412698413
all+boundary,2,raw,xgb,"n=150,d=2,lr=0.05",100,121,0.705,0.7168717352191654,0.721005291005291
all+abcd_v2+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,207,0.6983333333333334,0.7155912934746985,0.7209523809523809
all+contrast+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",all,214,0.71,0.7213364963170177,0.7207407407407408
contrast+melnv,2,raw,xgb,"n=150,d=2,lr=0.05",all,111,0.715,0.7230127825368191,0.7205820105820105
all+abcd_v2,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,130,0.71,0.7231501131962808,0.7205291005291006
all+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,180,0.7083333333333334,0.7212863002946969,0.72010582010582
all+abcd_v2+boundary,3,raw,lgbm,"n=300,lv=7,lr=0.03",100,148,0.7033333333333334,0.7173867732691575,0.71984126984127
all+boundary,2,raw,xgb,"n=300,d=3,lr=0.03",all,121,0.7133333333333334,0.7252393485760821,0.7197354497354498
abcd_v2+boundary+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,122,0.6883333333333334,0.7071911725359792,0.7195238095238096
all+abcd_v2,2,raw,xgb,"n=200,d=3,lr=0.05",100,130,0.7016666666666667,0.7200313087800758,0.7185185185185184
all+boundary,2,raw,xgb,"n=150,d=2,lr=0.05",all,121,0.7066666666666667,0.7169850275124223,0.7183597883597884
all+boundary+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,198,0.6966666666666667,0.7125202197457438,0.7175132275132275
contrast+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,111,0.71,0.7225151456289605,0.7174603174603175
all+boundary+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",100,198,0.7066666666666667,0.7164393038441549,0.7173544973544974
all+abcd_v2+boundary+melnv,4,raw,lgbm,"n=300,lv=7,lr=0.03",all,225,0.6983333333333334,0.7166252217534291,0.7171957671957673
all+abcd_v2+boundary,3,raw,lgbm,"n=300,lv=15,lr=0.05",100,148,0.7033333333333334,0.7207488534452171,0.7167724867724868
all+boundary+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,198,0.705,0.7154327687008366,0.7167195767195768
contrast+abcd_v2+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",100,138,0.6966666666666667,0.7108526219209308,0.7163492063492063
contrast+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,111,0.7216666666666667,0.72668375231683,0.7162962962962963
all+abcd_v2,2,raw,xgb,"n=200,d=3,lr=0.05",all,130,0.695,0.7161446225692036,0.7161904761904762
all+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,180,0.6933333333333334,0.711406291090395,0.7159788359788358
all+abcd_v2,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,130,0.6933333333333334,0.7104019986372928,0.7157671957671958
contrast+boundary+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",all,129,0.705,0.7221963414816676,0.7157671957671958
contrast+boundary+melnv,3,raw,xgb,"n=200,d=3,lr=0.05",100,129,0.7083333333333334,0.724112531418057,0.7156613756613757
all+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,180,0.71,0.7173040248921008,0.7155555555555555
abcd_v2,1,raw,lgbm,"n=300,lv=7,lr=0.03",100,27,0.6733333333333333,0.6925740598519264,0.7151851851851853
all+contrast+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,214,0.7016666666666667,0.712980908004999,0.7151851851851853
abcd_v2,1,raw,lgbm,"n=300,lv=7,lr=0.03",all,27,0.6733333333333333,0.6925740598519264,0.7151851851851853
abcd_v2+boundary,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,45,0.68,0.6948623795257179,0.7141798941798942
abcd_v2+boundary,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,45,0.68,0.6948623795257179,0.7141798941798942
abcd_v2+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,104,0.69,0.7049139176176737,0.7138095238095238
contrast+boundary,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,52,0.69,0.7157248262369557,0.7138095238095238
contrast+boundary,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,52,0.69,0.7157248262369557,0.7138095238095238
all+abcd_v2,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,130,0.6933333333333334,0.7104405713187326,0.7136507936507938
contrast+boundary+melnv,3,raw,xgb,"n=200,d=3,lr=0.05",all,129,0.7066666666666667,0.7212803669823148,0.7131216931216932
contrast+boundary+melnv,3,raw,xgb,"n=300,d=3,lr=0.03",all,129,0.7083333333333334,0.721659169739913,0.7130687830687831
contrast+abcd_v2+boundary+melnv,4,raw,lgbm,"n=300,lv=7,lr=0.03",100,156,0.685,0.704494867802072,0.713015873015873
all+boundary+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",all,198,0.695,0.7093766399838133,0.7126455026455026
contrast+abcd_v2+boundary+melnv,4,raw,lgbm,"n=300,lv=15,lr=0.05",100,156,0.695,0.7071434106496817,0.7121693121693121
contrast+boundary+melnv,3,raw,lgbm,"n=200,lv=7,lr=0.05",100,129,0.7066666666666667,0.7174600474026264,0.7121693121693121
all+boundary,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,121,0.7083333333333334,0.7197756750498691,0.7114285714285714
contrast+boundary,2,raw,xgb,"n=150,d=2,lr=0.05",all,52,0.6883333333333334,0.7084227828566606,0.7112698412698414
contrast+boundary,2,raw,xgb,"n=150,d=2,lr=0.05",100,52,0.6883333333333334,0.7084227828566606,0.7112698412698414
all+abcd_v2+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,207,0.69,0.7091802349697088,0.7111640211640212
abcd_v2+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,104,0.695,0.7087527915951449,0.7105291005291005
all+abcd_v2+boundary,3,raw,lgbm,"n=200,lv=7,lr=0.05",all,148,0.6916666666666667,0.7074684829378196,0.7099470899470899
contrast+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,111,0.7,0.7133640772321473,0.7093650793650794
all+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,180,0.685,0.7027249593044465,0.7092592592592593
abcd_v2,1,raw,xgb,"n=300,d=3,lr=0.03",all,27,0.675,0.6945388378954201,0.7089947089947088
abcd_v2,1,raw,xgb,"n=300,d=3,lr=0.03",100,27,0.675,0.6945388378954201,0.7089947089947088
all+abcd_v2,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,130,0.6866666666666666,0.7059585942075376,0.7084656084656085
all+abcd_v2,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,130,0.6883333333333334,0.7055484792493875,0.7084126984126984
all+abcd_v2+boundary,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,148,0.6866666666666666,0.7047977702463162,0.7082539682539682
abcd_v2+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,104,0.69,0.7032341435231126,0.7071957671957673
contrast+melnv,2,raw,xgb,"n=300,d=3,lr=0.03",all,111,0.705,0.7156022239506813,0.7063492063492064
contrast+boundary+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",100,129,0.695,0.710722292492938,0.7057671957671957
all+abcd_v2+boundary,3,raw,lgbm,"n=200,lv=7,lr=0.05",100,148,0.69,0.7077848359080557,0.7057671957671957
contrast+melnv,2,raw,xgb,"n=200,d=3,lr=0.05",100,111,0.7033333333333334,0.7134131871090976,0.7057142857142856
contrast+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,111,0.6983333333333334,0.7127576376525072,0.7053968253968255
all,1,raw,xgb,"n=150,d=2,lr=0.05",all,103,0.6966666666666667,0.7070387148845323,0.7050793650793651
abcd_v2+boundary,2,raw,xgb,"n=300,d=3,lr=0.03",100,45,0.6866666666666666,0.6985085904985985,0.7049735449735449
abcd_v2+boundary,2,raw,xgb,"n=300,d=3,lr=0.03",all,45,0.6866666666666666,0.6985085904985985,0.7049735449735449
all,1,raw,xgb,"n=300,d=3,lr=0.03",all,103,0.7066666666666667,0.7154366607017241,0.7046560846560848
all+abcd_v2+boundary,3,raw,lgbm,"n=300,lv=15,lr=0.05",all,148,0.685,0.7027764923260836,0.704074074074074
all,1,raw,xgb,"n=150,d=2,lr=0.05",100,103,0.69,0.7034115582196107,0.7039153439153439
contrast+boundary+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",all,129,0.69,0.7100021208142122,0.7031746031746032
all+contrast+abcd_v2+boundary,4,raw,lgbm,"n=300,lv=15,lr=0.05",100,182,0.685,0.7042043669052659,0.7031216931216931
contrast+boundary+melnv,3,raw,lgbm,"n=300,lv=7,lr=0.03",100,129,0.7033333333333334,0.7141847784241816,0.7028571428571428
contrast+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,111,0.6916666666666667,0.7074951192598252,0.7021164021164021
all+contrast+abcd_v2+boundary,4,raw,lgbm,"n=200,lv=7,lr=0.05",100,182,0.68,0.7007068394497408,0.7019047619047619
abcd_v2,1,raw,xgb,"n=200,d=3,lr=0.05",100,27,0.6733333333333333,0.6885946815961576,0.7017460317460319
abcd_v2,1,raw,xgb,"n=200,d=3,lr=0.05",all,27,0.6733333333333333,0.6885946815961576,0.7017460317460319
abcd_v2+boundary,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,45,0.6766666666666666,0.693888673812863,0.7011111111111111
abcd_v2+boundary,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,45,0.6766666666666666,0.693888673812863,0.7011111111111111
abcd_v2+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,104,0.68,0.6960853775157877,0.701005291005291
contrast+boundary,2,raw,xgb,"n=300,d=3,lr=0.03",all,52,0.6866666666666666,0.7104842313745086,0.7007407407407408
contrast+boundary,2,raw,xgb,"n=300,d=3,lr=0.03",100,52,0.6866666666666666,0.7104842313745086,0.7007407407407408
contrast+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,111,0.7016666666666667,0.7097384967258799,0.7005820105820106
all+boundary,2,raw,xgb,"n=300,d=3,lr=0.03",100,121,0.7016666666666667,0.7077436114428077,0.7001587301587301
abcd_v2+boundary+melnv,3,raw,lgbm,"n=300,lv=15,lr=0.05",all,122,0.68,0.6976283302799526,0.7000529100529101
abcd_v2+boundary,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,45,0.6766666666666666,0.6918740876017981,0.6994708994708995
abcd_v2+boundary,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,45,0.6766666666666666,0.6918740876017981,0.6994708994708995
all+boundary,2,raw,xgb,"n=200,d=3,lr=0.05",100,121,0.7066666666666667,0.7128378945861642,0.6994708994708994
all,1,raw,xgb,"n=300,d=3,lr=0.03",100,103,0.7016666666666667,0.709090629048372,0.699206349206349
all+boundary,2,raw,xgb,"n=200,d=3,lr=0.05",all,121,0.7016666666666667,0.7067923526274805,0.6966137566137567
abcd_v2+boundary,2,raw,xgb,"n=200,d=3,lr=0.05",100,45,0.6783333333333333,0.6891533532166161,0.6963492063492064
abcd_v2+boundary,2,raw,xgb,"n=200,d=3,lr=0.05",all,45,0.6783333333333333,0.6891533532166161,0.6963492063492064
contrast+melnv,2,raw,xgb,"n=200,d=3,lr=0.05",all,111,0.6983333333333334,0.7098894092898144,0.6962433862433862
abcd_v2,1,raw,lgbm,"n=200,lv=7,lr=0.05",100,27,0.6716666666666666,0.6865114186464637,0.695925925925926
abcd_v2,1,raw,lgbm,"n=200,lv=7,lr=0.05",all,27,0.6716666666666666,0.6865114186464637,0.695925925925926
all+boundary,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,121,0.6983333333333334,0.7004120245653458,0.6948677248677249
contrast+boundary,2,raw,xgb,"n=200,d=3,lr=0.05",all,52,0.6883333333333334,0.7099219946425736,0.6947619047619048
contrast+boundary,2,raw,xgb,"n=200,d=3,lr=0.05",100,52,0.6883333333333334,0.7099219946425736,0.6947619047619048
abcd_v2+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,104,0.675,0.690560634957677,0.6941269841269841
all+boundary,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,121,0.6916666666666667,0.701575927203009,0.6917989417989419
abcd_v2,1,raw,lgbm,"n=300,lv=15,lr=0.05",all,27,0.67,0.6854255015024985,0.6917460317460318
abcd_v2,1,raw,lgbm,"n=300,lv=15,lr=0.05",100,27,0.67,0.6854255015024985,0.6917460317460318
all,1,raw,lgbm,"n=200,lv=7,lr=0.05",100,103,0.685,0.6981968977939341,0.6915873015873015
contrast,1,raw,xgb,"n=150,d=2,lr=0.05",all,34,0.6633333333333333,0.6906066090057363,0.6912698412698411
contrast,1,raw,xgb,"n=150,d=2,lr=0.05",100,34,0.6633333333333333,0.6906066090057363,0.6912698412698411
all+boundary,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,121,0.69,0.6969944777729005,0.6911640211640212
all,1,raw,xgb,"n=200,d=3,lr=0.05",all,103,0.6966666666666667,0.7067412389547579,0.6908994708994709
melnv,1,raw,xgb,"n=150,d=2,lr=0.05",all,77,0.6833333333333333,0.6893430604112023,0.6905291005291007
melnv,1,raw,xgb,"n=150,d=2,lr=0.05",100,77,0.6833333333333333,0.6893430604112023,0.6905291005291007
contrast+boundary,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,52,0.68,0.7013253095542898,0.6903703703703704
contrast+boundary,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,52,0.68,0.7013253095542898,0.6903703703703704
all,1,raw,xgb,"n=200,d=3,lr=0.05",100,103,0.6966666666666667,0.7033035889464102,0.6899470899470899
all,1,raw,lgbm,"n=200,lv=7,lr=0.05",all,103,0.68,0.6955082922520699,0.6877777777777778
contrast+boundary,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,52,0.6766666666666666,0.6973962608299132,0.6876719576719577
contrast+boundary,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,52,0.6766666666666666,0.6973962608299132,0.6876719576719577
all,1,raw,lgbm,"n=300,lv=7,lr=0.03",all,103,0.675,0.6902239374880884,0.6865608465608465
melnv,1,raw,lgbm,"n=300,lv=15,lr=0.05",100,77,0.68,0.6851249719706095,0.6814285714285715
melnv,1,raw,lgbm,"n=300,lv=15,lr=0.05",all,77,0.68,0.6851249719706095,0.6814285714285715
contrast,1,raw,lgbm,"n=300,lv=7,lr=0.03",all,34,0.6383333333333333,0.6731821938745349,0.6783597883597885
contrast,1,raw,lgbm,"n=300,lv=7,lr=0.03",100,34,0.6383333333333333,0.6731821938745349,0.6783597883597885
all+boundary,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,121,0.68,0.6813273510805541,0.6746031746031745
all+boundary,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,121,0.6716666666666666,0.6852142605772618,0.6737566137566139
melnv,1,raw,lgbm,"n=200,lv=7,lr=0.05",all,77,0.6733333333333333,0.6759296111643597,0.6737037037037036
melnv,1,raw,lgbm,"n=200,lv=7,lr=0.05",100,77,0.6733333333333333,0.6759296111643597,0.6737037037037036
boundary+melnv,2,raw,xgb,"n=150,d=2,lr=0.05",100,95,0.67,0.672573137735534,0.6726984126984127
boundary+melnv,2,raw,xgb,"n=150,d=2,lr=0.05",all,95,0.67,0.672573137735534,0.6726984126984127
all,1,raw,lgbm,"n=300,lv=15,lr=0.05",100,103,0.67,0.6793217006416036,0.6714285714285714
contrast,1,raw,xgb,"n=300,d=3,lr=0.03",all,34,0.645,0.6807946166972535,0.6705291005291004
contrast,1,raw,xgb,"n=300,d=3,lr=0.03",100,34,0.645,0.6807946166972535,0.6705291005291004
all,1,raw,lgbm,"n=300,lv=7,lr=0.03",100,103,0.6683333333333333,0.6794911841157966,0.6696296296296295
all,1,raw,lgbm,"n=300,lv=15,lr=0.05",all,103,0.67,0.6770368215459346,0.6693121693121693
boundary+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",100,95,0.6683333333333333,0.6737646556317939,0.6686772486772486
boundary+melnv,2,raw,lgbm,"n=300,lv=7,lr=0.03",all,95,0.6683333333333333,0.6737646556317939,0.6686772486772486
boundary+melnv,2,raw,xgb,"n=200,d=3,lr=0.05",all,95,0.6716666666666666,0.6760737152254359,0.6674074074074073
boundary+melnv,2,raw,xgb,"n=200,d=3,lr=0.05",100,95,0.6716666666666666,0.6760737152254359,0.6674074074074073
contrast,1,raw,lgbm,"n=300,lv=15,lr=0.05",100,34,0.6433333333333333,0.6788582286525556,0.6672486772486773
contrast,1,raw,lgbm,"n=300,lv=15,lr=0.05",all,34,0.6433333333333333,0.6788582286525556,0.6672486772486773
melnv,1,raw,xgb,"n=300,d=3,lr=0.03",100,77,0.6766666666666666,0.6784147584595113,0.666031746031746
melnv,1,raw,xgb,"n=300,d=3,lr=0.03",all,77,0.6766666666666666,0.6784147584595113,0.666031746031746
melnv,1,raw,lgbm,"n=300,lv=7,lr=0.03",100,77,0.6733333333333333,0.6708554618198314,0.6659259259259259
melnv,1,raw,lgbm,"n=300,lv=7,lr=0.03",all,77,0.6733333333333333,0.6708554618198314,0.6659259259259259
melnv,1,raw,xgb,"n=200,d=3,lr=0.05",all,77,0.67,0.6739027972926271,0.6643915343915343
melnv,1,raw,xgb,"n=200,d=3,lr=0.05",100,77,0.67,0.6739027972926271,0.6643915343915343
boundary+melnv,2,raw,xgb,"n=300,d=3,lr=0.03",all,95,0.6683333333333333,0.6741961608082346,0.6635449735449735
boundary+melnv,2,raw,xgb,"n=300,d=3,lr=0.03",100,95,0.6683333333333333,0.6741961608082346,0.6635449735449735
boundary+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",100,95,0.67,0.6727900103748846,0.6598941798941799
boundary+melnv,2,raw,lgbm,"n=300,lv=15,lr=0.05",all,95,0.67,0.6727900103748846,0.6598941798941799
contrast,1,raw,xgb,"n=200,d=3,lr=0.05",100,34,0.63,0.6692026594217504,0.6591005291005291
contrast,1,raw,xgb,"n=200,d=3,lr=0.05",all,34,0.63,0.6692026594217504,0.6591005291005291
boundary+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",all,95,0.6583333333333333,0.6569027673411075,0.6544973544973546
boundary+melnv,2,raw,lgbm,"n=200,lv=7,lr=0.05",100,95,0.6583333333333333,0.6569027673411075,0.6544973544973546
contrast,1,raw,lgbm,"n=200,lv=7,lr=0.05",100,34,0.625,0.6603220968096745,0.6526984126984127
contrast,1,raw,lgbm,"n=200,lv=7,lr=0.05",all,34,0.625,0.6603220968096745,0.6526984126984127
boundary,1,raw,xgb,"n=150,d=2,lr=0.05",100,18,0.49833333333333335,0.4883711505288813,0.5291534391534392
boundary,1,raw,xgb,"n=150,d=2,lr=0.05",all,18,0.49833333333333335,0.4883711505288813,0.5291534391534392
boundary,1,raw,lgbm,"n=300,lv=7,lr=0.03",all,18,0.5216666666666666,0.4990745735289503,0.5202116402116402
boundary,1,raw,lgbm,"n=300,lv=7,lr=0.03",100,18,0.5216666666666666,0.4990745735289503,0.5202116402116402
boundary,1,raw,xgb,"n=300,d=3,lr=0.03",100,18,0.5216666666666666,0.49743014142671765,0.518095238095238
boundary,1,raw,xgb,"n=300,d=3,lr=0.03",all,18,0.5216666666666666,0.49743014142671765,0.518095238095238
boundary,1,raw,xgb,"n=200,d=3,lr=0.05",100,18,0.52,0.49434012125437393,0.512962962962963
boundary,1,raw,xgb,"n=200,d=3,lr=0.05",all,18,0.52,0.49434012125437393,0.512962962962963
boundary,1,raw,lgbm,"n=200,lv=7,lr=0.05",all,18,0.5216666666666666,0.48902623414957375,0.5015873015873016
boundary,1,raw,lgbm,"n=200,lv=7,lr=0.05",100,18,0.5216666666666666,0.48902623414957375,0.5015873015873016
boundary,1,raw,lgbm,"n=300,lv=15,lr=0.05",all,18,0.5266666666666666,0.485190245364615,0.48957671957671955
boundary,1,raw,lgbm,"n=300,lv=15,lr=0.05",100,18,0.5266666666666666,0.485190245364615,0.48957671957671955
